PARTNER,RLTYP,VALID_FROM,VALID_TO
0003001066,FLCU00,2017-01-05,9999-12-31
0003001066,FLCU01,2017-01-05,9999-12-31
0003001067,FLCU00,2012-11-21,9999-12-31
0003001067,FLCU01,2012-11-21,9999-12-31
0003001068,FLCU00,2011-08-04,9999-12-31
0003001068,FLCU01,2011-08-04,9999-12-31
0003001069,FLCU00,2023-03-10,9999-12-31
0003001069,FLCU01,2023-03-10,9999-12-31
0003001070,FLCU00,2025-02-20,9999-12-31
0003001070,FLCU01,2025-02-20,9999-12-31
0003001071,FLCU00,2010-03-18,9999-12-31
0003001071,FLCU01,2010-03-18,9999-12-31
0003001072,FLCU00,2023-07-28,9999-12-31
0003001072,FLCU01,2023-07-28,9999-12-31
0003001073,FLCU00,2019-05-10,9999-12-31
0003001073,FLCU01,2019-05-10,9999-12-31
0003001074,FLCU00,2011-05-21,9999-12-31
0003001074,FLCU01,2011-05-21,9999-12-31
0003001075,FLCU00,2021-07-23,9999-12-31
0003001075,FLCU01,2021-07-23,9999-12-31
0003001076,FLCU00,2015-09-25,9999-12-31
0003001076,FLCU01,2015-09-25,9999-12-31
0003001077,FLCU00,2011-04-14,9999-12-31
0003001077,FLCU01,2011-04-14,9999-12-31
0003001078,FLCU00,2012-08-28,9999-12-31
0003001078,FLCU01,2012-08-28,9999-12-31
0003001079,FLCU00,2018-02-18,9999-12-31
0003001079,FLCU01,2018-02-18,9999-12-31
0003001080,FLCU00,2011-06-10,9999-12-31
0003001080,FLCU01,2011-06-10,9999-12-31
0003001081,FLCU00,2010-06-11,9999-12-31
0003001081,FLCU01,2010-06-11,9999-12-31
0003001082,FLCU00,2026-07-05,9999-12-31
0003001082,FLCU01,2026-07-05,9999-12-31
0003001083,FLCU00,2025-01-14,9999-12-31
0003001083,FLCU01,2025-01-14,9999-12-31
0003001084,FLCU00,2022-05-03,9999-12-31
0003001084,FLCU01,2022-05-03,9999-12-31
0003001085,FLCU00,2017-12-12,9999-12-31
0003001085,FLCU01,2017-12-12,9999-12-31
0003001086,FLCU00,2018-06-24,9999-12-31
0003001086,FLCU01,2018-06-24,9999-12-31
0003001087,FLCU00,2010-04-28,9999-12-31
0003001087,FLCU01,2010-04-28,9999-12-31
0003001088,FLCU00,2023-04-16,9999-12-31
0003001088,FLCU01,2023-04-16,9999-12-31
0003001089,FLCU00,2022-03-01,9999-12-31
0003001089,FLCU01,2022-03-01,9999-12-31
0003001090,FLCU00,2017-10-13,9999-12-31
0003001090,FLCU01,2017-10-13,9999-12-31
0003001091,FLCU00,2026-07-16,9999-12-31
0003001091,FLCU01,2026-07-16,9999-12-31
0003001092,FLCU00,2014-02-02,9999-12-31
0003001092,FLCU01,2014-02-02,9999-12-31
0003001093,FLCU00,2015-04-21,9999-12-31
0003001093,FLCU01,2015-04-21,9999-12-31
0003001094,FLCU00,2011-03-11,9999-12-31
0003001094,FLCU01,2011-03-11,9999-12-31
0003001095,FLCU00,2015-02-03,9999-12-31
0003001095,FLCU01,2015-02-03,9999-12-31
0003001096,FLCU00,2012-10-20,9999-12-31
0003001096,FLCU01,2012-10-20,9999-12-31
0003001097,FLCU00,2010-11-15,9999-12-31
0003001097,FLCU01,2010-11-15,9999-12-31
0003001098,FLCU00,2017-09-02,9999-12-31
0003001098,FLCU01,2017-09-02,9999-12-31
0003001099,FLCU00,2016-01-17,9999-12-31
0003001099,FLCU01,2016-01-17,9999-12-31
0003001100,FLCU00,2019-10-15,9999-12-31
0003001100,FLCU01,2019-10-15,9999-12-31
0003001101,FLCU00,2025-06-22,9999-12-31
0003001101,FLCU01,2025-06-22,9999-12-31
0003001102,FLCU00,2015-11-17,9999-12-31
0003001102,FLCU01,2015-11-17,9999-12-31
0003001103,FLCU00,2024-02-02,9999-12-31
0003001103,FLCU01,2024-02-02,9999-12-31
0003001104,FLCU00,2022-11-25,9999-12-31
0003001104,FLCU01,2022-11-25,9999-12-31
0003001105,FLCU00,2022-06-04,9999-12-31
0003001105,FLCU01,2022-06-04,9999-12-31
0003001106,FLCU00,2012-01-15,9999-12-31
0003001106,FLCU01,2012-01-15,9999-12-31
0003001107,FLCU00,2025-03-26,9999-12-31
0003001107,FLCU01,2025-03-26,9999-12-31
0003001108,FLCU00,2016-12-06,9999-12-31
0003001108,FLCU01,2016-12-06,9999-12-31
0003001109,FLCU00,2015-04-27,9999-12-31
0003001109,FLCU01,2015-04-27,9999-12-31
0003001110,FLCU00,2013-02-13,9999-12-31
0003001110,FLCU01,2013-02-13,9999-12-31
0003001111,FLCU00,2018-02-06,9999-12-31
0003001111,FLCU01,2018-02-06,9999-12-31
0003001112,FLCU00,2022-09-26,9999-12-31
0003001112,FLCU01,2022-09-26,9999-12-31
0003001113,FLCU00,2024-11-04,9999-12-31
0003001113,FLCU01,2024-11-04,9999-12-31
0003001114,FLCU00,2011-08-20,9999-12-31
0003001114,FLCU01,2011-08-20,9999-12-31
0003001115,FLCU00,2019-06-22,9999-12-31
0003001115,FLCU01,2019-06-22,9999-12-31
0003001116,FLCU00,2013-05-28,9999-12-31
0003001116,FLCU01,2013-05-28,9999-12-31
0003001117,FLCU00,2012-09-22,9999-12-31
0003001117,FLCU01,2012-09-22,9999-12-31
0003001118,FLCU00,2023-11-18,9999-12-31
0003001118,FLCU01,2023-11-18,9999-12-31
0003001119,FLCU00,2020-01-05,9999-12-31
0003001119,FLCU01,2020-01-05,9999-12-31
0003001120,FLCU00,2018-06-28,9999-12-31
0003001120,FLCU01,2018-06-28,9999-12-31
0003001121,FLCU00,2016-08-06,9999-12-31
0003001121,FLCU01,2016-08-06,9999-12-31
0003001122,FLCU00,2023-05-03,9999-12-31
0003001122,FLCU01,2023-05-03,9999-12-31
0003001123,FLCU00,2025-06-15,9999-12-31
0003001123,FLCU01,2025-06-15,9999-12-31
0003001124,FLCU00,2019-12-10,9999-12-31
0003001124,FLCU01,2019-12-10,9999-12-31
0003001125,FLCU00,2010-01-28,9999-12-31
0003001125,FLCU01,2010-01-28,9999-12-31
0003001126,FLCU00,2026-08-22,9999-12-31
0003001126,FLCU01,2026-08-22,9999-12-31
0003001127,FLCU00,2015-05-07,9999-12-31
0003001127,FLCU01,2015-05-07,9999-12-31
0003001128,FLCU00,2014-09-06,9999-12-31
0003001128,FLCU01,2014-09-06,9999-12-31
0003001129,FLCU00,2010-08-06,9999-12-31
0003001129,FLCU01,2010-08-06,9999-12-31
0003001130,FLCU00,2018-02-28,9999-12-31
0003001130,FLCU01,2018-02-28,9999-12-31
0003001131,FLCU00,2014-01-08,9999-12-31
0003001131,FLCU01,2014-01-08,9999-12-31
0003001132,FLCU00,2016-06-12,9999-12-31
0003001132,FLCU01,2016-06-12,9999-12-31
0003001133,FLCU00,2012-12-06,9999-12-31
0003001133,FLCU01,2012-12-06,9999-12-31
0003001134,FLCU00,2012-12-06,9999-12-31
0003001134,FLCU01,2012-12-06,9999-12-31
0003001135,FLCU00,2018-11-16,9999-12-31
0003001135,FLCU01,2018-11-16,9999-12-31
0003001136,FLCU00,2026-08-04,9999-12-31
0003001136,FLCU01,2026-08-04,9999-12-31
0003001137,FLCU00,2014-09-27,9999-12-31
0003001137,FLCU01,2014-09-27,9999-12-31
0003001138,FLCU00,2013-03-22,9999-12-31
0003001138,FLCU01,2013-03-22,9999-12-31
0003001139,FLCU00,2015-03-24,9999-12-31
0003001139,FLCU01,2015-03-24,9999-12-31
0003001140,FLCU00,2016-10-08,9999-12-31
0003001140,FLCU01,2016-10-08,9999-12-31
0003001141,FLCU00,2018-03-11,9999-12-31
0003001141,FLCU01,2018-03-11,9999-12-31
0003001142,FLCU00,2025-03-24,9999-12-31
0003001142,FLCU01,2025-03-24,9999-12-31
0003001143,FLCU00,2020-04-16,9999-12-31
0003001143,FLCU01,2020-04-16,9999-12-31
0003001144,FLCU00,2024-11-19,9999-12-31
0003001144,FLCU01,2024-11-19,9999-12-31
0003001145,FLCU00,2023-03-17,9999-12-31
0003001145,FLCU01,2023-03-17,9999-12-31
0003001146,FLCU00,2025-02-13,9999-12-31
0003001146,FLCU01,2025-02-13,9999-12-31
0003001147,FLCU00,2021-11-09,9999-12-31
0003001147,FLCU01,2021-11-09,9999-12-31
0003001148,FLCU00,2017-06-01,9999-12-31
0003001148,FLCU01,2017-06-01,9999-12-31
0003001149,FLCU00,2010-05-05,9999-12-31
0003001149,FLCU01,2010-05-05,9999-12-31
0003001150,FLCU00,2019-03-21,9999-12-31
0003001150,FLCU01,2019-03-21,9999-12-31
0003001151,FLCU00,2017-12-23,9999-12-31
0003001151,FLCU01,2017-12-23,9999-12-31
0003001152,FLCU00,2012-10-18,9999-12-31
0003001152,FLCU01,2012-10-18,9999-12-31
0003001153,FLCU00,2024-12-28,9999-12-31
0003001153,FLCU01,2024-12-28,9999-12-31
0003001154,FLCU00,2024-05-01,9999-12-31
0003001154,FLCU01,2024-05-01,9999-12-31
0003001155,FLCU00,2015-09-25,9999-12-31
0003001155,FLCU01,2015-09-25,9999-12-31
0003001156,FLCU00,2020-05-05,9999-12-31
0003001156,FLCU01,2020-05-05,9999-12-31
0003001157,FLCU00,2020-03-08,9999-12-31
0003001157,FLCU01,2020-03-08,9999-12-31
0003001158,FLCU00,2022-03-10,9999-12-31
0003001158,FLCU01,2022-03-10,9999-12-31
0003001159,FLCU00,2024-01-11,9999-12-31
0003001159,FLCU01,2024-01-11,9999-12-31
0003001160,FLCU00,2017-07-02,9999-12-31
0003001160,FLCU01,2017-07-02,9999-12-31
0003001161,FLCU00,2010-03-21,9999-12-31
0003001161,FLCU01,2010-03-21,9999-12-31
0003001162,FLCU00,2026-04-08,9999-12-31
0003001162,FLCU01,2026-04-08,9999-12-31
0003001163,FLCU00,2022-03-08,9999-12-31
0003001163,FLCU01,2022-03-08,9999-12-31
0003001164,FLCU00,2010-10-10,9999-12-31
0003001164,FLCU01,2010-10-10,9999-12-31
0003001165,FLCU00,2020-08-17,9999-12-31
0003001165,FLCU01,2020-08-17,9999-12-31
0003001166,FLCU00,2020-03-24,9999-12-31
0003001166,FLCU01,2020-03-24,9999-12-31
0003001167,FLCU00,2015-06-19,9999-12-31
0003001167,FLCU01,2015-06-19,9999-12-31
0003001168,FLCU00,2013-12-25,9999-12-31
0003001168,FLCU01,2013-12-25,9999-12-31
0003001169,FLCU00,2014-04-25,9999-12-31
0003001169,FLCU01,2014-04-25,9999-12-31
0003001170,FLCU00,2023-05-25,9999-12-31
0003001170,FLCU01,2023-05-25,9999-12-31
0003001171,FLCU00,2016-01-14,9999-12-31
0003001171,FLCU01,2016-01-14,9999-12-31
0003001172,FLCU00,2020-05-22,9999-12-31
0003001172,FLCU01,2020-05-22,9999-12-31
0003001173,FLCU00,2019-05-26,9999-12-31
0003001173,FLCU01,2019-05-26,9999-12-31
0003001174,FLCU00,2011-10-08,9999-12-31
0003001174,FLCU01,2011-10-08,9999-12-31
0003001175,FLCU00,2016-07-23,9999-12-31
0003001175,FLCU01,2016-07-23,9999-12-31
0003001176,FLCU00,2024-02-04,9999-12-31
0003001176,FLCU01,2024-02-04,9999-12-31
0003001177,FLCU00,2021-12-17,9999-12-31
0003001177,FLCU01,2021-12-17,9999-12-31
0003001178,FLCU00,2010-09-26,9999-12-31
0003001178,FLCU01,2010-09-26,9999-12-31
0003001179,FLCU00,2011-08-15,9999-12-31
0003001179,FLCU01,2011-08-15,9999-12-31
0003001180,FLCU00,2016-08-07,9999-12-31
0003001180,FLCU01,2016-08-07,9999-12-31
0003001182,FLCU00,2021-07-22,9999-12-31
0003001182,FLCU01,2021-07-22,9999-12-31
0003001183,FLCU00,2024-02-25,9999-12-31
0003001183,FLCU01,2024-02-25,9999-12-31
0003001184,FLCU00,2012-03-13,9999-12-31
0003001184,FLCU01,2012-03-13,9999-12-31
0003001185,FLCU00,2012-06-19,9999-12-31
0003001185,FLCU01,2012-06-19,9999-12-31
0003001186,FLCU00,2016-11-18,9999-12-31
0003001186,FLCU01,2016-11-18,9999-12-31
0003001187,FLCU01,2012-12-24,9999-12-31
0003001188,FLCU00,2022-06-22,9999-12-31
0003001188,FLCU01,2022-06-22,9999-12-31
0003001189,FLCU00,2014-04-27,9999-12-31
0003001189,FLCU01,2014-04-27,9999-12-31
0003001190,FLCU00,2022-03-16,9999-12-31
0003001190,FLCU01,2022-03-16,9999-12-31
0003001191,FLCU00,2023-09-14,9999-12-31
0003001191,FLCU01,2023-09-14,9999-12-31
0003001192,FLCU00,2014-04-03,9999-12-31
0003001192,FLCU01,2014-04-03,9999-12-31
0003001193,FLCU00,2023-12-26,9999-12-31
0003001193,FLCU01,2023-12-26,9999-12-31
0003001194,FLCU00,2024-11-17,9999-12-31
0003001194,FLCU01,2024-11-17,9999-12-31
0003001195,FLCU00,2014-01-03,9999-12-31
0003001195,FLCU01,2014-01-03,9999-12-31
0003001196,FLCU00,2025-07-13,9999-12-31
0003001196,FLCU01,2025-07-13,9999-12-31
0003001197,FLCU00,2017-11-10,9999-12-31
0003001197,FLCU01,2017-11-10,9999-12-31
0003001198,FLCU00,2014-08-06,9999-12-31
0003001198,FLCU01,2014-08-06,9999-12-31
0003001199,FLCU00,2015-07-12,9999-12-31
0003001199,FLCU01,2015-07-12,9999-12-31
0003001200,FLCU00,2021-12-22,9999-12-31
0003001200,FLCU01,2021-12-22,9999-12-31
0003001201,FLCU00,2021-03-01,9999-12-31
0003001201,FLCU01,2021-03-01,9999-12-31
0003001202,FLCU00,2011-03-04,9999-12-31
0003001202,FLCU01,2011-03-04,9999-12-31
0003001203,FLCU00,2019-08-01,9999-12-31
0003001203,FLCU01,2019-08-01,9999-12-31
0003001204,FLCU00,2010-11-09,9999-12-31
0003001204,FLCU01,2010-11-09,9999-12-31
0003001205,FLCU00,2012-01-23,9999-12-31
0003001205,FLCU01,2012-01-23,9999-12-31
0003001206,FLCU00,2025-10-19,9999-12-31
0003001206,FLCU01,2025-10-19,9999-12-31
0003001207,FLCU00,2023-10-14,9999-12-31
0003001207,FLCU01,2023-10-14,9999-12-31
0003001208,FLCU00,2019-03-24,9999-12-31
0003001208,FLCU01,2019-03-24,9999-12-31
0003001209,FLCU00,2013-09-10,9999-12-31
0003001209,FLCU01,2013-09-10,9999-12-31
0003001210,FLCU00,2016-12-08,9999-12-31
0003001210,FLCU01,2016-12-08,9999-12-31
0003001211,FLCU00,2022-08-01,9999-12-31
0003001211,FLCU01,2022-08-01,9999-12-31
0003001212,FLCU00,2023-11-07,9999-12-31
0003001212,FLCU01,2023-11-07,9999-12-31
0003001213,FLCU00,2014-01-28,9999-12-31
0003001213,FLCU01,2014-01-28,9999-12-31
0003001214,FLCU00,2023-03-22,9999-12-31
0003001214,FLCU01,2023-03-22,9999-12-31
0003001215,FLCU00,2011-07-04,9999-12-31
0003001215,FLCU01,2011-07-04,9999-12-31
0003001216,FLCU00,2025-01-12,9999-12-31
0003001216,FLCU01,2025-01-12,9999-12-31
0003001217,FLCU00,2018-08-18,9999-12-31
0003001217,FLCU01,2018-08-18,9999-12-31
0003001218,FLCU00,2020-08-22,9999-12-31
0003001218,FLCU01,2020-08-22,9999-12-31
0003001219,FLCU00,2024-05-13,9999-12-31
0003001219,FLCU01,2024-05-13,9999-12-31
0003001220,FLCU00,2011-12-15,9999-12-31
0003001220,FLCU01,2011-12-15,9999-12-31
0003001221,FLCU00,2018-03-03,9999-12-31
0003001221,FLCU01,2018-03-03,9999-12-31
0003001222,FLCU00,2019-11-11,9999-12-31
0003001222,FLCU01,2019-11-11,9999-12-31
0003001223,FLCU00,2013-02-12,9999-12-31
0003001223,FLCU01,2013-02-12,9999-12-31
0003001224,FLCU00,2018-05-17,9999-12-31
0003001224,FLCU01,2018-05-17,9999-12-31
0003001225,FLCU00,2024-10-06,9999-12-31
0003001225,FLCU01,2024-10-06,9999-12-31
0003001226,FLCU00,2017-02-22,9999-12-31
0003001226,FLCU01,2017-02-22,9999-12-31
0003001227,FLCU00,2015-07-28,9999-12-31
0003001227,FLCU01,2015-07-28,9999-12-31
0003001228,FLCU00,2022-08-26,9999-12-31
0003001228,FLCU01,2022-08-26,9999-12-31
0003001229,FLCU00,2018-10-11,9999-12-31
0003001229,FLCU01,2018-10-11,9999-12-31
0003001230,FLCU00,2012-04-28,9999-12-31
0003001230,FLCU01,2012-04-28,9999-12-31
0003001231,FLCU00,2011-07-23,9999-12-31
0003001231,FLCU01,2011-07-23,9999-12-31
0003001232,FLCU00,2011-04-26,9999-12-31
0003001232,FLCU01,2011-04-26,9999-12-31
0003001233,FLCU00,2024-06-16,9999-12-31
0003001233,FLCU01,2024-06-16,9999-12-31
0003001234,FLCU00,2018-05-20,9999-12-31
0003001234,FLCU01,2018-05-20,9999-12-31
0003001235,FLCU00,2010-03-01,9999-12-31
0003001235,FLCU01,2010-03-01,9999-12-31
0003001236,FLCU00,2012-10-07,9999-12-31
0003001236,FLCU01,2012-10-07,9999-12-31
0003001237,FLCU00,2017-10-13,9999-12-31
0003001237,FLCU01,2017-10-13,9999-12-31
0003001238,FLCU00,2025-02-07,9999-12-31
0003001238,FLCU01,2025-02-07,9999-12-31
0003001239,FLCU00,2010-10-17,9999-12-31
0003001239,FLCU01,2010-10-17,9999-12-31
0003001240,FLCU00,2025-01-10,9999-12-31
0003001240,FLCU01,2025-01-10,9999-12-31
0003001241,FLCU00,2010-04-05,9999-12-31
0003001241,FLCU01,2010-04-05,9999-12-31
0003001242,FLCU00,2019-09-24,9999-12-31
0003001242,FLCU01,2019-09-24,9999-12-31
0003001243,FLCU00,2011-01-18,9999-12-31
0003001243,FLCU01,2011-01-18,9999-12-31
0003001244,FLCU00,2010-04-19,9999-12-31
0003001244,FLCU01,2010-04-19,9999-12-31
0003001245,FLCU00,2017-12-24,9999-12-31
0003001245,FLCU01,2017-12-24,9999-12-31
0003001246,FLCU00,2026-07-28,9999-12-31
0003001246,FLCU01,2026-07-28,9999-12-31
0003001247,FLCU00,2016-12-11,9999-12-31
0003001247,FLCU01,2016-12-11,9999-12-31
0003001248,FLCU00,2024-06-22,9999-12-31
0003001248,FLCU01,2024-06-22,9999-12-31
0003001249,FLCU00,2017-07-14,9999-12-31
0003001249,FLCU01,2017-07-14,9999-12-31
0003001250,FLCU00,2023-09-07,9999-12-31
0003001250,FLCU01,2023-09-07,9999-12-31
0003001251,FLCU00,2026-03-06,9999-12-31
0003001251,FLCU01,2026-03-06,9999-12-31
0003001252,FLCU00,2023-12-03,9999-12-31
0003001252,FLCU01,2023-12-03,9999-12-31
0003001253,FLCU00,2020-01-06,9999-12-31
0003001253,FLCU01,2020-01-06,9999-12-31
0003001254,FLCU00,2025-11-28,9999-12-31
0003001254,FLCU01,2025-11-28,9999-12-31
0003001255,FLCU00,2013-08-12,9999-12-31
0003001255,FLCU01,2013-08-12,9999-12-31
0003001256,FLCU00,2024-08-10,9999-12-31
0003001256,FLCU01,2024-08-10,9999-12-31
0003001257,FLCU00,2011-10-25,9999-12-31
0003001257,FLCU01,2011-10-25,9999-12-31
0003001258,FLCU00,2020-10-21,9999-12-31
0003001258,FLCU01,2020-10-21,9999-12-31
0003001259,FLCU00,2020-01-26,9999-12-31
0003001259,FLCU01,2020-01-26,9999-12-31
0003001260,FLCU00,2012-10-19,9999-12-31
0003001260,FLCU01,2012-10-19,9999-12-31
0003001261,FLCU00,2025-12-27,9999-12-31
0003001261,FLCU01,2025-12-27,9999-12-31
0003001262,FLCU00,2021-10-10,9999-12-31
0003001262,FLCU01,2021-10-10,9999-12-31
0003001263,FLCU00,2025-03-28,9999-12-31
0003001263,FLCU01,2025-03-28,9999-12-31
0003001264,FLCU00,2010-09-15,9999-12-31
0003001264,FLCU01,2010-09-15,9999-12-31
0003001265,FLCU00,2013-12-15,9999-12-31
0003001265,FLCU01,2013-12-15,9999-12-31
0003001266,FLCU00,2025-06-17,9999-12-31
0003001266,FLCU01,2025-06-17,9999-12-31
0003001267,FLCU00,2022-12-18,9999-12-31
0003001267,FLCU01,2022-12-18,9999-12-31
0003001268,FLCU00,2019-11-28,9999-12-31
0003001268,FLCU01,2019-11-28,9999-12-31
0003001269,FLCU00,2014-10-24,9999-12-31
0003001269,FLCU01,2014-10-24,9999-12-31
0003001270,FLCU00,2015-04-17,9999-12-31
0003001270,FLCU01,2015-04-17,9999-12-31
0003001271,FLCU00,2021-01-26,9999-12-31
0003001271,FLCU01,2021-01-26,9999-12-31
0003001272,FLCU00,2019-10-24,9999-12-31
0003001272,FLCU01,2019-10-24,9999-12-31
0003001273,FLCU00,2013-07-22,9999-12-31
0003001273,FLCU01,2013-07-22,9999-12-31
0003001274,FLCU00,2012-04-14,9999-12-31
0003001274,FLCU01,2012-04-14,9999-12-31
0003001275,FLCU00,2018-08-09,9999-12-31
0003001275,FLCU01,2018-08-09,9999-12-31
0003001276,FLCU00,2018-03-18,9999-12-31
0003001276,FLCU01,2018-03-18,9999-12-31
0003001277,FLCU00,2023-05-27,9999-12-31
0003001277,FLCU01,2023-05-27,9999-12-31
0003001278,FLCU00,2016-12-12,9999-12-31
0003001278,FLCU01,2016-12-12,9999-12-31
0003001279,FLCU00,2025-07-12,9999-12-31
0003001279,FLCU01,2025-07-12,9999-12-31
0003001280,FLCU00,2025-04-27,9999-12-31
0003001280,FLCU01,2025-04-27,9999-12-31
0003001281,FLCU00,2017-03-14,9999-12-31
0003001281,FLCU01,2017-03-14,9999-12-31
0003001282,FLCU00,2022-11-17,9999-12-31
0003001282,FLCU01,2022-11-17,9999-12-31
0003001283,FLCU00,2021-01-08,9999-12-31
0003001283,FLCU01,2021-01-08,9999-12-31
0003001284,FLCU00,2025-02-11,9999-12-31
0003001284,FLCU01,2025-02-11,9999-12-31
0003001285,FLCU00,2017-01-17,9999-12-31
0003001285,FLCU01,2017-01-17,9999-12-31
0003001286,FLCU00,2020-08-07,9999-12-31
0003001286,FLCU01,2020-08-07,9999-12-31
0003001287,FLCU00,2017-06-09,9999-12-31
0003001287,FLCU01,2017-06-09,9999-12-31
0003001288,FLCU00,2019-07-25,9999-12-31
0003001288,FLCU01,2019-07-25,9999-12-31
0003001289,FLCU00,2017-10-23,9999-12-31
0003001289,FLCU01,2017-10-23,9999-12-31
0003001290,FLCU00,2015-02-28,9999-12-31
0003001290,FLCU01,2015-02-28,9999-12-31
0003001291,FLCU00,2022-10-06,9999-12-31
0003001291,FLCU01,2022-10-06,9999-12-31
0003001292,FLCU00,2026-02-21,9999-12-31
0003001292,FLCU01,2026-02-21,9999-12-31
0003001293,FLCU00,2011-08-04,9999-12-31
0003001293,FLCU01,2011-08-04,9999-12-31
0003001294,FLCU00,2015-07-08,9999-12-31
0003001294,FLCU01,2015-07-08,9999-12-31
0003001295,FLCU00,2022-06-21,9999-12-31
0003001295,FLCU01,2022-06-21,9999-12-31
0003001296,FLCU00,2026-07-12,9999-12-31
0003001296,FLCU01,2026-07-12,9999-12-31
0003001297,FLCU00,2017-04-23,9999-12-31
0003001297,FLCU01,2017-04-23,9999-12-31
0003001298,FLCU00,2024-11-05,9999-12-31
0003001298,FLCU01,2024-11-05,9999-12-31
0003001299,FLCU00,2024-06-12,9999-12-31
0003001299,FLCU01,2024-06-12,9999-12-31
0003001300,FLCU00,2014-11-28,9999-12-31
0003001300,FLCU01,2014-11-28,9999-12-31
0003001301,FLCU00,2021-12-07,9999-12-31
0003001301,FLCU01,2021-12-07,9999-12-31
0003001302,FLCU00,2011-01-28,9999-12-31
0003001302,FLCU01,2011-01-28,9999-12-31
0003001303,FLCU00,2016-08-25,9999-12-31
0003001303,FLCU01,2016-08-25,9999-12-31
0003001304,FLCU00,2014-03-14,9999-12-31
0003001304,FLCU01,2014-03-14,9999-12-31
0003001305,FLCU00,2019-01-22,9999-12-31
0003001305,FLCU01,2019-01-22,9999-12-31
0003001306,FLCU00,2018-11-10,9999-12-31
0003001306,FLCU01,2018-11-10,9999-12-31
0003001307,FLCU00,2020-02-22,9999-12-31
0003001307,FLCU01,2020-02-22,9999-12-31
0003001308,FLCU00,2012-03-19,9999-12-31
0003001308,FLCU01,2012-03-19,9999-12-31
0003001309,FLCU00,2016-03-11,9999-12-31
0003001309,FLCU01,2016-03-11,9999-12-31
0003001310,FLCU00,2014-10-16,9999-12-31
0003001310,FLCU01,2014-10-16,9999-12-31
0003001311,FLCU00,2020-07-27,9999-12-31
0003001311,FLCU01,2020-07-27,9999-12-31
0003001312,FLCU00,2018-01-22,9999-12-31
0003001312,FLCU01,2018-01-22,9999-12-31
0003001313,FLCU00,2012-05-11,9999-12-31
0003001313,FLCU01,2012-05-11,9999-12-31
0003001314,FLCU00,2019-12-21,9999-12-31
0003001314,FLCU01,2019-12-21,9999-12-31
0003001315,FLCU00,2025-04-12,9999-12-31
0003001315,FLCU01,2025-04-12,9999-12-31
0003001316,FLCU00,2013-08-09,9999-12-31
0003001316,FLCU01,2013-08-09,9999-12-31
0003001317,FLCU00,2017-03-16,9999-12-31
0003001317,FLCU01,2017-03-16,9999-12-31
0003001318,FLCU00,2012-09-10,9999-12-31
0003001318,FLCU01,2012-09-10,9999-12-31
0003001319,FLCU00,2016-01-18,9999-12-31
0003001319,FLCU01,2016-01-18,9999-12-31
0003001320,FLCU00,2021-08-08,9999-12-31
0003001320,FLCU01,2021-08-08,9999-12-31
0003001321,FLCU00,2023-01-12,9999-12-31
0003001321,FLCU01,2023-01-12,9999-12-31
0003001322,FLCU00,2011-12-22,9999-12-31
0003001322,FLCU01,2011-12-22,9999-12-31
0003001323,FLCU00,2023-04-15,9999-12-31
0003001323,FLCU01,2023-04-15,9999-12-31
0003001325,FLCU00,2024-04-10,9999-12-31
0003001325,FLCU01,2024-04-10,9999-12-31
0003001326,FLCU00,2015-08-19,9999-12-31
0003001326,FLCU01,2015-08-19,9999-12-31
0003001327,FLCU00,2023-05-28,9999-12-31
0003001327,FLCU01,2023-05-28,9999-12-31
0003001328,FLCU00,2023-08-17,9999-12-31
0003001328,FLCU01,2023-08-17,9999-12-31
0003001329,FLCU00,2013-06-09,9999-12-31
0003001329,FLCU01,2013-06-09,9999-12-31
0003001330,FLCU00,2015-11-06,9999-12-31
0003001330,FLCU01,2015-11-06,9999-12-31
0003001331,FLCU00,2022-01-01,9999-12-31
0003001331,FLCU01,2022-01-01,9999-12-31
0003001332,FLCU00,2015-01-03,9999-12-31
0003001332,FLCU01,2015-01-03,9999-12-31
0003001333,FLCU00,2026-08-26,9999-12-31
0003001333,FLCU01,2026-08-26,9999-12-31
0003001334,FLCU00,2026-01-10,9999-12-31
0003001334,FLCU01,2026-01-10,9999-12-31
0003001335,FLCU00,2012-03-03,9999-12-31
0003001335,FLCU01,2012-03-03,9999-12-31
0003001336,FLCU00,2011-08-07,9999-12-31
0003001336,FLCU01,2011-08-07,9999-12-31
0003001337,FLCU00,2020-06-10,9999-12-31
0003001337,FLCU01,2020-06-10,9999-12-31
0003001338,FLCU00,2026-01-14,9999-12-31
0003001338,FLCU01,2026-01-14,9999-12-31
0003001339,FLCU00,2017-04-14,9999-12-31
0003001339,FLCU01,2017-04-14,9999-12-31
0003001340,FLCU00,2025-09-21,9999-12-31
0003001340,FLCU01,2025-09-21,9999-12-31
0003001341,FLCU00,2017-06-10,9999-12-31
0003001341,FLCU01,2017-06-10,9999-12-31
0003001342,FLCU00,2021-02-17,9999-12-31
0003001342,FLCU01,2021-02-17,9999-12-31
0003001343,FLCU00,2014-09-17,9999-12-31
0003001343,FLCU01,2014-09-17,9999-12-31
0003001344,FLCU00,2016-03-05,9999-12-31
0003001344,FLCU01,2016-03-05,9999-12-31
0003001345,FLCU00,2017-11-23,9999-12-31
0003001345,FLCU01,2017-11-23,9999-12-31
0003001346,FLCU00,2012-08-24,9999-12-31
0003001346,FLCU01,2012-08-24,9999-12-31
0003001347,FLCU00,2013-05-05,9999-12-31
