ADDRNUMBER,NAME1,STREET,HOUSE_NUM1,CITY1,POST_CODE1,COUNTRY,REGION,TEL_NUMBER,SMTP_ADDR
0000500196,Donautal & Nordwind GmbH,Zur Mühle,116,Bremen,28250,DE,,+49 69 8577 4642,vertrieb@donautal-nordwind.de
0000500197,Jansen Logistiek BV,Handelskade,164,Utrecht,3560 HJ,NL,,,billing@jansen-logistiek.nl
0000500198,Ostrowski Logistyka Sp. z o.o.,ul. Handlowa,135,Łódź,90-101,PL,,+48 71 474 2512,
0000500199,"Shanghai Yuxin Industrial Co., Ltd.","Block 45, Longgang",District,Shanghai,200147,CN,,+86 532 869 2093,finance@shanghai-yuxin.com.cn
0000500200,Steinhaus Technik AG,Carl-Benz-Straße,65,Leipzig,04131,DE,,+49 40 5249 8255,vertrieb@steinhaus-technik.de
0000500201,Martin Westpahl GmbH,Fabrikweg,107,Münster,48143,DE,,,buchhaltung@martin-westphal.de
0000500202,Brenner-Haustein Kosmetik GmbH,Carl-Benz-Straße,59,Münster,48219,DE,,+49 40 7876 4218,export@brenner-haustein.de
0000500203,Northgate Technologies Limited,183 High,Street,Bristol,BS1 1QS,GB,,,finance@northgate-technologies.co.uk
0000500204,Donautal and Adler GmbH,Industriestraße,13,Düsseldorf,40265,DE,,,service@donautal-adler.de
0000500205,Haustein Verpackungen & Partner e.K.,Industriestraße,132,Hannover,30247,DE,,+49 421 709 9756,einkauf@haustein-verpackungen.de
0000500206,"Hangzhou Zhenxing Toys Co., Ltd.",No. 120 Zhenhai Industrial,Zone,Hangzhou,310036,CN,,+86 532 226 2531,orders@hangzhou-zhenxing.com.cn
0000500207,Clara Steinhaus AG,Carl-Benz-Straße,214,Stuttgart,70254,DE,,,einkauf@clara-steinhaus.de
0000500208,Padma Accessories Ltd.,183 Agrabad,C/A,Gazipur,1726,BD,,+880 821 982570,finance@padma-accessories.com.bd
0000500209,Greystone Furniture Ltd,"Unit 167, Riverside Industrial",Estate,Birmingham,B7 7AR,GB,,+44 20 5867 3835,admin@greystone-furniture.co.uk
0000500210,Thomas Longacre Ltd,110 Queens,Road,Leeds,LS1 0PL,GB,,+44 121 654 8516,office@thomas-longacre.co.uk
0000500211,Trimurti Prints & Partner Pvt Ltd,237 Avinashi,Road,Bengaluru,,IN,,+91 421 794 3351,ap@trimurti-prints.in
0000500212,Donautal-Eichberg Elektronik e.K.,Otto-Hahn-Straße,23,Frankfurt am Main,60307,DE,,+49 711 945 0373,
0000500213,Peter  Vogel AG ^ Holdings,Otto-Hahn-Straße,234,Köln,50684,DE,,+49 511 244 0112,export@peter-vogel.de
0000500214,Doubrava & Moravia a.s.,Tovární,114,Praha,110 14,CZ,,+420 2 5150 3102,admin@doubrava-moravia.cz
0000500215,Rheinland-Kranich Technik GmbH,Otto-Hahn-Straße,125,Dresden,01076,DE,,+49 221 740 7237,export@rheinland-kranich.de
0000500216,Elbtal Frischdienst GmbH,Zur Mühle,18,Bremen,28273,DE,,+49 40 2778 7278,office@elbtal-frischdienst.de
0000500217,Guimarães S.A.,Avenida da Liberdade,17,Lisboa,1000-682,PT,,+351 253 513645,purchasing@guimaraes-s.pt
0000500218,Rheinland & Bergmann GmbH,Robert-Bosch-Straße,57,Düsseldorf,40286,DE,,,service@rheinland-bergmann.de
0000500219,Reinhardt e.K.,Fabrikweg,159,Essen,45164,DE,,+49 221 460 1797,rechnung@reinhardt-e.de
0000500220,Hanse-Elbtal Getränke GmbH,Lindenallee,31,Hannover,30236,DE,,+49 421 246 3236,einkauf@hanse-elbtal.de
0000500221,  Kranich  & Maibach GmbH ,Fabrikweg,223,Düsseldorf,40274,DE,,+49 69 4609 5021,office@kranich-maibach.de
0000500222,HochstÃ¤tt Handels GmbH & Co. KG,Fabrikweg,34,München,80397,DE,,+49 341 536 7970,office@hochstatt-handels.de
0000500223,Nordwind-Bühler Handels e.K.,Hauptstraße,161,Münster,48170,DE,,+49 211 284 9594,info@nordwind-buhler.de
0000500224,Schönfeld Lebensmittel SA,Werkstrasse,147,Zürich,8007,CH,,+41 31 521 0229,rechnung@schonfeld-lebensmittel.ch
0000500225,Haustein GmbH,Hauptstraße,198,Köln,50671,DE,,+49 221 451 6802,office@haustein.de
0000500226,Kornblum AG,Fabrikweg,51,Nürnberg,90491,DE,,+49 511 324 3098,
0000500227,Hochstätt-Sonnenfeld Ladenbau GmbH & Co. KG,Carl-Benz-Straße,28,Essen,45197,DE,,+49 711 486 3218,rechnung@hochstatt-sonnenfeld.de
0000500228,  Eichberg-Grünwald  Logistik GmbH ,Bahnhofstraße,40,Frankfurt am Main,60365,DE,,+49 89 5213 9832,rechnung@eichberg-grunwald.de
0000500229,Eichberg Lebensmittel e.K.,Carl-Benz-Straße,144,Nürnberg,90464,DE,,+49 40 5386 9787,vertrieb@eichberg-lebensmittel.de
0000500230,Kessler e.K.,Zur Mühle,57,Dresden,01085,DE,,+49 30 3397 9788,buchhaltung@kessler-e.de
0000500231,Elbtal Service AG,Fabrikweg,146,München,,DE,,+49 511 668 4161,info@elbtal-service.de
0000500232,Adler Möbel & Partner GmbH,,,Düsseldorf,40293,DE,,+49 711 706 9912,info@adler-mobel.de
0000500233,Schönfeld Sicherheit GmbH & Co. KG,Otto-Hahn-Straße,166, MÜNSTER ,48199,DE,,+49 341 225 7338,
0000500234,WESTPHAL & FALKENSTEIN GMBH & CO. KG,OTTO-HAHN-STRASSE,223,Berlin,10147,DE,,+49 421 546 9652,rechnung@westphal-falkenstein.de
0000500235,Grünwald Frischdienst & Partner GmbH,Am Handelshof,37,Bremen,28281,,,+49 341 647 6020,kontakt@grunwald-frischdienst.de
0000500236,Kessler Möbel e.K.,Otto-Hahn-Straße,89,Dresden,01098,DE,,+49 89 7566 8923,export@kessler-mobel.de
0000500237,LINDNER GMBH,FABRIKWEG,77,Stuttgart,70192,DE,,+49 711 600 9673,einkauf@lindner.de
0000500238,Falkenstein Druck GmbH,Bahnhofstraße,110,Hannover,30238,DE,,+49 511 901 6001,verwaltung@falkenstein-druck.de
0000500239,Maibach Ladenbau AG,Robert-Bosch-Straße,76,Düsseldorf,40287,DE,,+49 30 4561 5895,
0000500240,Seibert GmbH,Hafenstraße,110,Dresden,01104,DE,,+49 69 7945 1314,office@seibert.de
0000500241,Rheinland Reinigung AG,Lindenallee,19,Dresden,01154,DE,,,einkauf@rheinland-reinigung.de
0000500242,Reinhardt Kosmetik AG,Carl-Benz-Straße,178,Salzburg,5025,AT,,+43 662 810406,office@reinhardt-kosmetik.at
0000500243,Schönfeld Technik GmbH,Am Handelshof,205,Köln,50678,DE,,,einkauf@schonfeld-technik.de
0000500244,Seibert-Brenner Textil GmbH,Industriestraße,198,Stuttgart,70224,DE,,+49 421 597 3703,einkauf@seibert-brenner.de
0000500245,Osterbach Sicherheit GmbH,Robert-Bosch-Straße,159,Hannover,30207,DE,,+49 40 2004 8378,sales@@osterbach-sicherheit.de
0000500246,Adler e.K.,Am Handelshof,147,Leipzig,04139,DE,,+49 30 9590 7698,info@adler-e.de
0000500247,Thomas Wieland e.K.,,,Köln,50734,DE,,+49 711 711 7524,kontakt@thomas-wieland.de
0000500248,Thomas Weissmann e.K.,Carl-Benz-Straße,168,Dortmund,44180,DE,,+49,office@thomas-weissmann.de
0000500249,Hanse Verpackungen GmbH,Robert-Bosch-Straße,82,Stuttgart,70254,,,+49 341 404 9695,vertrieb@hanse-verpackungen.de
0000500250,Kranich Reinigung & Partner AG,Lindenallee,120,Berlin,10198,DE,,+49 421 432 3797,
0000500251,Wieland GmbH,Zur Mühle,202,Essen,45153,DE,,+49 30 4315 8462,vertrieb@wieland.de
0000500252,Sonnenfeld AG,Zur Mühle,163,Linz,4020,AT,,+43 732 830056,export@sonnenfeld.at
0000500253,BERGMANN-NORDWIND REINIGUNG GMBH,FABRIKWEG,58,Berlin,10203,DE,,+49 711 891 3736,office@bergmann-nordwind.de
0000500254,Tannhof & Adler e.K.,Bahnhofstraße,185,Dortmund,44167,DE,,+49 511 401 7694,verwaltung@tannhof-adler.de
0000500255,Osterbach Lebensmittel GmbH,Industriestraße,122,Stuttgart,70181,DE,,+49 30 5922 7906,l.dubois@osterbach-lebensmittel.de
0000500256,Maibach-Hochstätt Kosmetik GmbH & Co. KG,Gewerbepark,48,Düsseldorf,40240,DE,,+49 89 4860 6883,
0000500257,Hochstätt & Eichberg AG,Hafenstraße,77,München,80339,DE,,+49 40 2716 6476,orders@hochstatt-eichberg.de@com
0000500258,  Lorenz  Elektronik & Partner AG ,Hauptstraße,82,Stuttgart,70182,DE,,+49 89 2361 1750,verwaltung@lorenz-elektronik.de
0000500259,Hochstätt Kosmetik & Partner GmbH,Am Handelshof,163,Nürnberg,90489,DE,,+49 40 3860 9436,kontakt@hochstatt-kosmetik.de
0000500260,Steinhaus Elektronik & Partner GmbH,Gewerbepark,50,Hamburg,20171,DE,,+49 89 7490 6629,
0000500261,  Nordwind  & Grünwald GmbH & Co. KG ,Industriestraße,183,Essen,45162,DE,,+49 89 7277 2041,
0000500262,Mühlbach & Brenner GmbH,Bahnhofstraße,91,Berlin,10182,DE,,,buchhaltung@muhlbach-brenner.de
0000500263,Reinhardt Lebensmittel & Partner e.K.,Otto-Hahn-Straße,154,Bremen,28230,DE,,+49 211 528 4513,rechnung@reinhardt-lebensmittel.de
0000500264,Westphal Reinigung & Partner GmbH,Hauptstraße,193,Stuttgart,70224,DE,,,verwaltung@westphal-reinigung.de
0000500265,KESSLER-ACKERMANN TECHNIK GMBH,ROBERT-BOSCH-STRASSE,127,Düsseldorf,40217,DE,,+49 421 339 4201,vertrieb@kessler-ackermann.de
0000500266,Grünwald & Mühlbach GmbH,Zur Mühle,227,Düsseldorf,40287,DE,,,vertrieb@grunwald-muhlbach.de
0000500267,Vogel Kosmetik AG,Robert-Bosch-Straße,37,Frankfurt am Main,60357,DE,,+49 511 632 4143,
0000500268,Reinhardt Vertrieb & Partner AG,Fabrikweg,48,Nürnberg,90485,DE,,+49 40 4209 0214,export@reinhardt-vertrieb.de
0000500269,Hanse Textil GmbH,,,Düsseldorf,40235,DE,,+49 421 236 4286,einkauf@hanse-textil.de
0000500270,Wieland & Elbtal GmbH & Co. KG,Fabrikweg,5,Leipzig,,DE,,+49 69 5573 8088,kontakt@wieland-elbtal.de
0000500271,Donautal Ladenbau GmbH,Industriestraße,40,Köln,50687,DE,,+49 69 8699 6507,kontakt@donautal-ladenbau.de
0000500272,Kessler Sicherheit GmbH,Otto-Hahn-Straße,228,Dresden,01102,DE,,+49 511 758 9486,einkauf@kessler-sicherheit.de
0000500273,Haustein-Osterbach Reinigung GmbH,Fabrikweg,130,Essen,45132,DE,,+49 211 296 6682,vertrieb@haustein-osterbach.de
0000500274,Bergmann AG,Werkstrasse,153,Basel,4053,CH,,+41 22 700 3052,export@bergmann.ch
0000500275,Westphal & Kaltenbach AG,Lindenallee,150,Dortmund,44174,DE,,+49 711 499 8095,export@westphal-kaltenbach.de
0000500276,Seibert Handels GmbH & Co. KG,Bahnhofstraße,111,Berlin,10197,DE,,+49 69 5061 5057,
0000500277,Rainhardt Druck GmbH & Co. KG,Bahnhofstraße,164,Dortmund,44138,DE,,+49 511 783 8876,einkauf@reinhardt-druck.de
0000500278,Steinhaus Kosmetik GmbH,Zur Mühle,12,München,80340,DE,,+49 221 237 8620,info@steinhaus-kosmetik.de
0000500279,Bühler-Brenner Druck GmbH,Otto-Hahn-Straße,40,Stuttgart,70217,DE,,+49 221 808 0179,info@buhler-brenner.de
0000500280,Grünwald GmbH,Otto-Hahn-Straße,176,Berlin,10166,DE,,+49 30 7928 4848,info@grunwald.de
0000500281,Lorenz Druck AG,Lindenallee,38,Berlin,10142,DE,,+49 30 5142 8467,einkauf@lorenz-druck.de
0000500282,Kranich Frischdienst (formerly Nordic Goods,Am Handelshof,105,Stuttgart,70211,DE,,+49 421 989 4034,info@kranich-frischdienst.de
0000500283,Westphal Druck GmbH,Otto-Hahn-Straße,146,Salzburg,5021,AT,,,kontakt@westphal-druck.at
0000500284,Wieland-Maibach Logistik GmbH & Co. KG,Fabrikweg,43,Bremen,28226,DE,,+49 40 8821 6395,rechnung@wieland-maibach.de
0000500285,Westphal Frischdienst GmbH,Hafenstraße,201,München,80413,DE,,+49 341 219 8205,einkauf@westphal-frischdienst.de
0000500286,Westphal-Schönfeld Logistik GmbH & Co. KG,Bahnhofstraße,156,Essen,45150,DE,,+49 421 234 3987,office@westphal-schonfeld.de
0000500287,Nordwind Lebensmittel & Partner e.K.,Carl-Benz-Straße,229,München,80376,DE,,+49 421 962 1923,vertrieb@nordwind-lebensmittel.de
0000500288,Vogel Service e.K.,Am Handelshof,102,Hannover,,DE,,+49 211 993 4601,export@vogel-service.de
0000500289,Marion Tannhof AG,Zur Mühle,71,,90487,DE,,+49 211 261 0825,office@marion-tannhof.de
0000500290,Hanse Logistik GmbH,Otto-Hahn-Straße,146,Graz,8015,AT,,+43 732 969222,
0000500291,Lindner & Reinhardt SA,Industriestrasse,132,Bern,3012,CH,,+41 31 429 8383,export@lindner-reinhardt.ch
0000500292,Kornblum Systeme e.K.,Otto-Hahn-Straße,215,Münster,48164,DE,,+49 40 5131 2467,info@kornblum-systeme.de
0000500293,Sonnenfeld-Eichberg Service AG,Hafenstraße,114,Salzburg,5020,AT,,+43 1 9097 8482,office@sonnenfeld-eichberg.at
0000500294,Eichberg Textil AG,Lindenallee,224,Berlin,10127,DE,,+49,einkauf@eichberg-textil.de
0000500295,Bühler Möbel & Partner GmbH & Co. KG,Otto-Hahn-Straße,191,Hannover,30243,DE,,+49 211 817 7695,vertrieb@buhler-mobel.de
0000500296,SchÃ¶nfeld-Vogel Verpackungen GmbH,Hafenstraße,85,Berlin,10117,DE,,+49 69 8806 3172,service@schonfeld-vogel.de
0000500297,Elbtal GmbH,Am Handelshof,131,Frankfurt am Main,60336,DE,,+49 511 711 6512,
0000500298,Schwarzwald Service & Partner GmbH,Bahnhofstraße,76,Stuttgart,70237,DE,,+49 30 2366 4694,service@schwarzwald-service.de
0000500299,Sonnenfeld Logistik G.m.b.H.,Bahnhofstraße,92,Essen,45216,DE,,+49 69 8697 2154,verwaltung@sonnenfeld-logistik.de
0000500300,Clara Lorenz GmbH,Robert-Bosch-Straße,129,Salzburg,5021,XX,,+43 316 485905,info@clara-lorenz.at
0000500301,Bühler Textil e.K.,Otto-Hahn-Straße,192,Leipzig,04188,DE,,+49 89 3655 3070,
0000500302,Vogel-Hanse Systeme GmbH,Carl-Benz-Straße,159,Berlin,10116,DE,,+49 341 664 4820,buchhaltung@vogel-hanse.de
0000500303,Sophie Osterbach GmbH,Hafenstraße,141,Leipzig,04129,DE,,+49 40 6876 9384,export@sophie-osterbach.de
0000500304,Nordwnid Vertrieb GmbH,Hafenstraße,184,München,80345,DE,,,info@nordwind-vertrieb.de
0000500305,Julia Nordwind AG,Gewerbepark,78,Leipzig,04158,DE,,,einkauf@julia-nordwind.de
0000500306,Schwarzwald Elektronik GmbH,Zur Mühle,189,Hamburg,N/A,DE,,+49 89 6816 2437,buchhaltung@schwarzwald-elektronik.de
0000500307,Schwarzwald e.K.,Industriestraße,198,Hamburg,20149,DE,,-,info@schwarzwald-e.de
0000500308,Kaltenbach & Donautal AG,Bahnhofstrasse,16,Basel,4055,CH,,x,service@kaltenbach-donautal.ch
0000500309,KALTENBACH HANDELS GMBH,HAUPTSTRASSE,174,Münster,48186,DE,,+49 341 868 6616,verwaltung@kaltenbach-handels.de
0000500310,BUHLER GMBH & CO. KG,ZUR MUHLE,112,Berlin,10161,DE,,+49 211 250 1015,kontakt@buhler.de
0000500311,WEISSMANN-KESSLER FRISCHDIENST GMBH,FABRIKWEG,189,Wien,1017,AT,,+43 316 207479,verwaltung@weissmann-kessler.at
0000500312,Kornblum Lebensmittel GmbH,Am Handelshof,226,Dortmund,44136,DE,,+49 30 4489 1195,kontakt@kornblum-lebensmittel.de
0000500313,Donautal-Maibach Systeme AG,Lindenallee,41,Frankfurt am Main,60357,DE,,+49 40 3203 9770,buchhaltung@donautal-maibach.de
0000500314,Ackermann Systeme e.K.,Am Handelshof,185,Düsseldorf,40299,DE,,+49 89 3234 3798,vertrieb@ackermann-systeme.de
0000500315,  Maibach  AG ,Gewerbepark,130,Berlin,10127,DE,,+49 711 675 5866,
0000500316,Weissmann Logistik GmbH,Fabrikweg,68,Nürnberg,90465,DE,,+49 221 533 2414,kontakt@weissmann-logistik.de
0000500317,Osterbach Logistik & Partner e.K.,Carl-Benz-Straße,166,Dortmund,44172,DE,,+49 711 403 5177,verwaltung@osterbach-logistik.de
0000500318,Steinhaus Ladenbau GmbH,Hauptstraße,158,Stuttgart,70243,DE,,+49 421 421 5996,rechnung@steinhaus-ladenbau.de
0000500319,Mühlbach Technik & Partner GmbH,Hafenstraße,231,Hannover,30203,DE,,+49 511 874 4757,kontakt@muhlbach-technik.de
0000500320,Maibach Systeme & Partner GmbH,Fabrikweg,76,Dresden,01154,DE,,+49 341 924 4336,verwaltung@maibach-systeme.de
0000500321,Lindner-Kornblum Ladenbau GmbH,Am Handelshof,209,Nürnberg,90483,DE,,+49 711 836 1150,"purchasing@lindner-kornblum.de,lindner-kornblum.de"
0000500322,Hanse AG,Am Handelshof,10,München,80387,DE,,+49 69 3171 3677,vertrieb@hanse.de
0000500323,Adler Handels & Partner GmbH & Co. KG,Gewerbepark,147,Köln,50681,DE,,+49 89 3440 5575,einkauf@adler-handels.de
0000500324,Vogel Handels e.K.,Hauptstraße,66,Dresden,01126,DE,,+49 511 996 6859,verwaltung@vogel-handels.de
0000500325,Mühlbach Vertrieb GmbH & Co. KG,Hafenstraße,123,Hannover,30210,DE,,+49 421 785 3483,export@muhlbach-vertrieb.de
0000500326,Bergmann GmbH,Otto-Hahn-Straße,92,Frankfurt am Main,60366,DE,,+49 30 4719 4670,kontakt@bergmann.de
0000500327,Adler Verpackungen & Partner AG,Hafenstraße,232,Leipzig,04171,DE,,+49 341 682 1195,einkauf@adler-verpackungen.de
0000500328,Kessler Lebensmittel GmbH & Co. KG,Carl-Benz-Straße,85,Köln,50695,DE,,+49 40 4018 0068,einkauf@kessler-lebensmittel.de
0000500329,Hanse-Lorenz Elektronik GmbH,Am Handelshof,158,Köln,50708,DE,,+49 221 678 4437,
0000500330,Kornblum Textil GmbH,Hafenstraße,182,München,80331,DE,,+49 711 235 5461,vertrieb@kornblum-textil.de
0000500331,Nordwind-Maibach Technik e.K.,Lindenallee,65,Frankfurt am Main,60358,DE,,+49 211 359 8155,vertrieb@nordwind-maibach.de
0000500332,Steinhaus-Schwarzwald Druck AG,Hafenstraße,181,Köln,50756,DE,,+49 421 956 2498,vertrieb@steinhaus-schwarzwald.de
0000500333,Haustein Service e.K.,Gewerbepark,193,Köln,50671,DE,,+49 711 562 3937,einkauf@haustein-service.de
0000500334,Seibert-Kornblum Service GmbH,Bahnhofstraße,226,Frankfurt am Main,191070,DE,,+49 30 3505 9941,service@seibert-kornblum.de
0000500335,Kranich Getränke AG,Lindenallee,152,Leipzig,04106,DE,,+49 341 364 6395,export@kranich-getranke.de
0000500336,BRENNER REINIGUNG & PARTNER GMBH,ZUR MUHLE,41,Köln,50693,DE,,+49 511 816 2526,export@brenner-reinigung.de
0000500337,XXX,Werkstrasse,150,Genève,1201,CH,,,info@hanse-sicherheit.ch
0000500338,Kessler & Weissmann GmbH,Robert-Bosch-Straße,202,Nürnberg,90458,DE,,+49 30 4812 3823,
0000500339,Schwarzwald Systeme [Regional Hub,Bahnhofstraße,144,Köln,50683,DE,,+49 211 570 9717,service@schwarzwald-systeme.de
0000500340,Hochstätt Vertrieb & Partner GmbH & Co. KG,Lindenallee,213,Dortmund,44155,DE,,+49 211 830 7025,office@hochstatt-vertrieb.de
0000500341,Lindner Kosmetik GmbH & Co. KG,Robert-Bosch-Straße,207,Frankfurt am Main,60345,DE,,+49 421 438 6083,vertrieb@lindner-kosmetik.de
0000500342,Haustein Kosmetik & Partner AG,Robert-Bosch-Straße,213,Essen,45150,DE,,+49 221 615 1349,vertrieb@haustein-kosmetik.de
0000500343,Elbtal & Wieland GmbH,Hauptstraße,44,Essen,45160,DE,,+49 421 985 8654,service@elbtal-wieland.de
0000500344,Nordwind Vertrieb GmbH,Carl-Benz-Straße,195,München,80345,DE,,+49 40 2750 5794,munchen@nordwind-vertrieb.de
0000500345,Nordwind-Mühlbach Verpackungen e.K.,Robert-Bosch-Straße,158,Dortmund,44136,DE,,+49 30 4408 7034,service@nordwind-muhlbach.de
0000500346,Rheinland Systeme GmbH,Gewerbepark,7,Leipzig,04153,DE,,,service@rheinland-systeme.de
0000500347,Brenner Elektronik GmbH,Zur Mühle,167,Düsseldorf,40222,DE,,+49 221 532 5969,buchhaltung@brenner-elektronik.de
0000500348,Weissmann Reinigung GmbH,Industriestraße,240,Hannover,30210,DE,,+49 40 9020 9262,buchhaltung@weissmann-reinigung.de
0000500349,  Schwarzwald  Druck & Partner AG ,Hafenstraße,53,Köln,50708,DE,,+49 89 8573 2390,kontakt@schwarzwald-druck.de
0000500350,Brenner Frischdienst AG,Robert-Bosch-Straße,227,Essen,45128,DE,,+49 30 8804 7319,einkauf@brenner-frischdienst.de
0000500351,SchÃ¶nfeld & Nordwind GmbH,Fabrikweg,57,Hamburg,20114,DE,,,export@schonfeld-nordwind.de
0000500352,Hanse-Osterbach Systeme GmbH,Hauptstraße,121,Stuttgart,70204,DE,,+49 211 975 8884,
0000500353,Martin Mühlbach AG,Bahnhofstraße,12,Nürnberg,90426,DE,,+49 421 493 6912,rechnung@martin-muhlbach.de
0000500354,Tannhof AG,Seestrasse,65,Genève,1209,CH,,+41 61 293 2906,export@tannhof.ch
0000500355,Elbtal & Vogel GmbH,Hafenstraße,10,Düsseldorf,40279,DE,,+49 421 894 0749,export@elbtal-vogel.de
0000500356,Wieland Technik AG,Werkstrasse,173,Genève,1206,CH,,+41 22 481 4485,kontakt@wieland-technik.ch
0000500357,Mühlbach Service GmbH,Industriestraße,26,Frankfurt am Main,60380,DE,,+49 421 290 4788,rechnung@muhlbach-service.de
0000500358,Reinhardt Sicherheit GmbH,Robert-Bosch-Straße,233,Dresden,01129,DE,,+49 69 4238 8402,verwaltung@reinhardt-sicherheit.de
0000500359,Sophie Seibert GmbH,Fabrikweg,195,München,80333,DE,,+49 221 878 1310,buchhaltung@sophie-seibert.de
0000500360,Schwarzwald Lebensmittel & Partner GmbH,Hauptstraße,102,Frankfurt am Main,60364,DE,,+49 211 688 3860,info@schwarzwald-lebensmittel.de
0000500361,Schwarzwald Sicherheit GmbH,Carl-Benz-Straße,218,Hannover,30239,DE,,,vertrieb@schwarzwald-sicherheit.de
0000500362,Bergmann Kosmetik & Partner e.K.,Hauptstraße,238,Essen,45206,de,,+49 69 7568 3395,buchhaltung@bergmann-kosmetik.de
0000500363,Sophie Weissmann GmbH,Bahnhofstraße,188,Düsseldorf,40222,DE,,+49 30 9555 2751,info@sophie-weissmann.de
0000500364,Mühlbcah e.K.,Industriestraße,141,Hamburg,20151,DE,,+49 30 8030 1213,buchhaltung@muhlbach-e.de
0000500365,Sonnenfeld-Kaltenbach Reinigung GmbH,Carl-Benz-Straße,41,Hamburg,20124,DE,,+49 30 2161 4103,buchhaltung@sonnenfeld-kaltenbach.de
0000500366,Wieland & Tannhof GmbH,Robert-Bosch-Straße,201,Essen,45173,DE,,+49 511 682 5426,export@wieland-tannhof.de
0000500367,Martin Steinhaus GmbH & Co. KG,Hafenstraße,100,Dortmund,44155,DE,,+49 89 2103 9927,export@martin-steinhaus.de
0000500368,Lindner & Sonnenfeld e.K.,Gewerbepark,130,Hannover,30229,DE,,+49 69 8561 9928,service@lindner-sonnenfeld.de
0000500369,Brenner-Kessler Logistik GmbH,Otto-Hahn-Straße,150,Köln,50679,DE,,N/A,vertrieb@brenner-kessler.de
0000500370,Seibert Druck e.K.,Carl-Benz-Straße,123,Dortmund,44173,DE,,+49 40 8790 4935,export@seibert-druck.de
0000500371,Brenner Service & Partner AG,Bahnhofstrasse,148,Genève,1207,CH,,+41 31 658 2265,service@brenner-service.ch
0000500372,Sophie Falkenstein GmbH,Robert-Bosch-Straße,121,Hannover,30185,DE,,+49 89 2735 3439,kontakt@sophie-falkenstein.de
0000500373,Bergmann Logistik AG,Industriestraße,44,Frankfurt am Main,60357,DE,,+49 89 3270 8405,export@bergmann-logistik.de
0000500374,Hanse Frischdienst e.K.,Gewerbepark,164,Dresden,01133,DE,,+49 221 422 7418,verwaltung@hanse-frischdienst.de
0000500375,RHEINLAND-TANNHOF LADENBAU GMBH,LINDENALLEE,128,München,80402,DE,,+49 421 768 8992,service@rheinland-tannhof-16.de
0000500376,Julia Maibach GmbH,Gewerbepark,222,Nürnberg,90475,DE,,+49 40 3120 0467,mailto:info@julia-maibach.de
0000500377,Osterbach Elektronik SA,Industriestrasse,207,Zürich,8009,CH,,+41 22 251 1923,vertrieb@osterbach-elektronik.ch
0000500378,Adler Druck e.K.,,,Hamburg,20170,DE,,+49 221 334 6345,rechnung@adler-druck.de
0000500379,  Kornblum-Adler  Ladenbau GmbH & Co. KG ,Hauptstraße,68,Berlin,10164,DE,,+49 211 953 2871,export@kornblum-adler.de
0000500380,Andreas Vogel e.K.,Industriestraße,95,Dortmund,44211,DE,,+49 341 525 3041,rechnung@andreas-vogel.de
0000500381,Bergmann-Kaltenbach Technik GmbH,Otto-Hahn-Straße,57,Berlin,10170,DE,,+49 40 8792 3835,rechnung@bergmann-kaltenbach.de
0000500382,Eichberg-Vogel Service e.K.,Zur Mühle,120,Leipzig,04139,DE,,+49 711 636 0050,verwaltung@eichberg-vogel.de
0000500383,  Weissmann  Sicherheit AG ,Robert-Bosch-Straße,155,München,80413,DE,,+49 89 3755 2084,buchhaltung@weissmann-sicherheit.de
