KUNNR,KTOKD,NAME1,NAME2,SORTL,STRAS,ORT01,PSTLZ,LAND1,SPRAS,TELF1,SMTP_ADDR,STCD1,STCD2,STCD3,STCEG,LOEVM,SPERM,ERDAT
0002000518,KUNA,Wendt Handels GmbH & Co. KG,,WENDTHANDE,Ringstraße 239,Düsseldorf,40213,DE,DE,+41 70 1062 8528,buchhaltung@wendthandelsgmbhco.de,DE379998127,,,DE932816272,,,2012-09-08
0002000519,KUNA,Betriebskantine Vetter AG,,BETRIEBSKA,Talstraße 115,Dortmund,44135,DE,DE,+31 53 1805 9216,info@betriebskantinevet.de,DE684007150,,,DE681145237,,,2014-12-24
0002000520,KUNA,Bäckerei Sommer 13,,BÄCKEREISO,Brückenstraße 81,Münster,48143,DE,DE,+41 43 8480 9701,buchhaltung@bäckereisommer13.de,DE072204962,,,DE528595656,,,2019-12-05
0002000521,KUNA,Betriebskantine Gruber AG 4,,BETRIEBSKA,Talstraße 151,Leipzig,04109,DE,DE,+48 55 4368 2590,bestellung@betriebskantinegru.de,DE077921834,,,DE808541895,,,2025-12-08
0002000522,DEBI,Amann Vertriebs KG 11,,AMANNVERTR,Schulstraße 94,Wuppertal,42103,DE,DE,+48 53 6427 8674,einkauf@amannvertriebskg11.de,DE383570248,,,DE896046031,,,2013-01-20
0002000523,KUNA,Bergmann Handels GmbH & Co. KG 16,,BERGMANNHA,Hauptstraße 212,Dresden,01067,DE,DE,+48 29 9870 7327,info@bergmannhandelsgmb.de,,,,DE514521740,,,2016-05-27
0002000524,KUNA,Gruber Gastronomie GmbH 13,,GRUBERGAST,Hauptstraße 10,Rotterdam,3011 AA,NL,EN,+43 21 7685 5822,bestellung@grubergastronomieg.nl,,,,NL912273859,,,2011-10-16
0002000525,KUNA,Betriebskantine Sievers AG,,BETRIEBSKA,Marktplatz 106,Wien,1010,AT,DE,+33 85 5423 8971,bestellung@betriebskantinesie.at,,,,AT259741073,,,2013-12-07
0002000526,KUNA,Bäckerei Brandes 8,,BÄCKEREIBR,Ringstraße 31,Düsseldorf,40213,DE,DE,+43 53 9025 433,info@bäckereibrandes8.de,DE213717498,,,DE561349435,,,2024-11-20
0002000527,KUNA,Bäckerei Böhm 3,,BÄCKEREIBÖ,Schulstraße 144,Karlsruhe,76133,DE,DE,+33 31 7106 465,bestellung@bäckereiböhm3.de,DE544160737,,,DE601598281,,,2024-06-11
0002000528,KUNA,Bäckerei Bergmann 14,,BÄCKEREIBE,Ringstraße 125,Karlsruhe,76133,DE,DE,+41 31 6197 9902,info@bäckereibergmann14.de,,,,DE375189656,,,2016-10-11
0002000529,KUNA,Ullrich Gastronomie GmbH 9,,ULLRICHGAS,Gewerbepark 36,Kiel,24103,DE,DE,,buchhaltung@ullrichgastronomie.de,,,,DE365456128,,,2024-02-01
0002000530,KUNA,Hartmann Handels GmbH & Co. KG 11,,HARTMANNHA,Schulstraße 230,Dortmund,44135,DE,DE,+43 67 2998 7300,einkauf@hartmannhandelsgmb.de,,,,DE993750201,,,2012-02-12
0002000531,KUNA,Lehmann Gastronomie GmbH 10,,LEHMANNGAS,Gewerbepark 88,Hamburg,20095,DE,DE,+31 80 7434 2381,bestellung@lehmanngastronomie.de,DE365559257,,,DE565073423,,,2026-04-02
0002000532,KUNA,Hotel Thiel Duisburg,,HOTELTHIEL,Bahnhofstraße 37,Duisburg,47051,DE,DE,+31 79 2981 3285,info@hotelthielduisburg.de,DE929592341,,,DE033410249,,,2015-01-08
0002000533,KUNA,Betriebskantine Sommer AG 12,,BETRIEBSKA,Lindenweg 102,Köln,50667,DE,DE,+31 22 8607 5470,einkauf@betriebskantinesom.de,DE221708304,,,DE949930592,,,2013-12-16
0002000534,DEBI,Sommer Vertriebs KG,Zentrale,SOMMERVERT,Industriering 51,Bremen,28195,DE,DE,+49 45 7495 2123,bestellung@sommervertriebskg.de,DE021959808,,,DE691658437,,,2014-08-08
0002000535,DEBI,Lehmann Vertriebs KG 11,,LEHMANNVER,Gewerbepark 181,Nürnberg,90403,DE,DE,+33 92 4871 2045,einkauf@lehmannvertriebskg.de,,,,DE758450209,,,2026-07-25
0002000536,KUNA,Stein Handels GmbH & Co. KG,,STEINHANDE,Feldweg 133,Leipzig,04109,DE,DE,+33 73 8658 1919,einkauf@steinhandelsgmbhco.de,DE103825180,,,DE122531299,,,2020-07-01
0002000537,KUNA,Bäckerei Dittrich 3,,BÄCKEREIDI,Ringstraße 25,Warszawa,00-001,PL,EN,+48 26 2040 6066,info@bäckereidittrich3.pl,,,,PL558132409,X,,2014-03-21
0002000538,KUNA,Dittrich Handels GmbH & Co. KG 3,,DITTRICHHA,Talstraße 93,Zürich,8001,CH,DE,+41 84 6112 248,bestellung@dittrichhandelsgmb.ch,,,,,,,2013-11-04
0002000539,KUNA,Bäckerei Ullrich 12,,BÄCKEREIUL,Feldweg 78,Augsburg,86150,DE,DE,+31 47 7728 4753,bestellung@bäckereiullrich12.de,,,,DE894753730,,,2016-04-23
0002000540,KUNA,Kaufmann Gastronomie GmbH 11,,KAUFMANNGA,Marktplatz 39,Nürnberg,90403,DE,DE,+49 40 2740 6211,einkauf@kaufmanngastronomi.de,DE046853127,,,DE119033522,,,2018-10-13
0002000541,KUNA,Krause Partnermarkt Bonn,,KRAUSEPART,Ringstraße 142,Bonn,53111,DE,DE,+33 96 2839 1211,info@krausepartnermarkt.de,DE083462548,,,DE476188302,,,2013-11-15
0002000542,KUNA,Betriebskantine Clemens AG 3,,BETRIEBSKA,Am Hafen 206,Dortmund,44135,DE,DE,+49 40 4397 1028,einkauf@betriebskantinecle.de,,,,DE242001672,,,2015-03-26
0002000543,KUNA,Betriebskantine Böhm AG 10,,BETRIEBSKA,Am Hafen 207,Basel,4051,CH,DE,+43 85 2729 1353,info@betriebskantineböh.ch,,,,,,,2012-02-28
0002000544,KUNA,Bäckerei Kaufmann,,BÄCKEREIKA,Hauptstraße 114,Kraków,30-001,PL,EN,,info@bäckereikaufmann.pl,,,,PL487824408,,,2012-09-28
0002000545,KUNA,Rohde Gastronomie GmbH,,ROHDEGASTR,Industriering 45,Freiburg,79098,DE,DE,+49 69 3111 1035,einkauf@rohdegastronomiegm.de,DE784885842,,,DE221727136,,,2026-02-13
0002000546,DEBI,Rohde Großhandel GmbH 11,,ROHDEGROSS,Industriering 48,Mannheim,68159,DE,DE,+33 34 1212 4506,bestellung@rohdegroßhandelgmb.de,,,,DE972956987,,,2016-12-18
0002000547,ZCUS,Kiosk Engel Duisburg,,KIOSKENGEL,Gewerbepark 171,Duisburg,47051,DE,DE,+31 23 3150 4921,buchhaltung@kioskengelduisburg.de,DE088548082,,,DE824951482,,,2017-04-28
0002000548,KUNA,Kaufmann Handels GmbH & Co. KG 2,,KAUFMANNHA,Bahnhofstraße 170,Bielefeld,33602,DE,DE,+31 36 8475 8280,buchhaltung@kaufmannhandelsgmb.de,,,,DE847107517,,,2016-03-08
0002000549,KUNA,Gruber Partnermarkt Mannheim,,GRUBERPART,Schulstraße 179,Mannheim,68159,DE,DE,+49 46 6725 4334,bestellung@gruberpartnermarkt.de,DE251106282,,,DE301334314,,,2017-05-11
0002000550,DEBI,Stein Großhandel GmbH 16,,STEINGROSS,Gewerbepark 209,Mannheim,68159,DE,DE,+49 66 3048 2796,buchhaltung@steingroßhandelgmb.de,DE560210257,,,DE502207279,,,2013-12-17
0002000551,DEBI,Clemens Großhandel GmbH 3,Zentrale,CLEMENSGRO,Lindenweg 148,Freiburg,79098,DE,DE,+49 79 9222 5858,info@clemensgroßhandelg.de,,,,DE472952543,,,2014-12-12
0002000552,DEBI,Winkler Großhandel GmbH 6,,WINKLERGRO,Feldweg 23,Stuttgart,70173,DE,DE,+43 99 9299 7724,bestellung@winklergroßhandelg.de,DE669258871,,,DE388656485,,,2010-07-14
0002000553,KUNA,Bäckerei Lehmann 3,,BÄCKEREILE,Lindenweg 75,Frankfurt am Main,60311,DE,DE,+31 60 9280 6723,bestellung@bäckereilehmann3.de,,,,DE964135074,,,2019-09-06
0002000554,KUNA,Vogel Gastronomie GmbH 7,,VOGELGASTR,Am Hafen 217,Köln,50667,DE,DE,+33 78 3802 5415,einkauf@vogelgastronomiegm.de,DE565210537,,,DE970217526,,,2016-03-26
0002000555,KUNA,Metzgerei Eckert,,METZGEREIE,Talstraße 38,Mannheim,68159,DE,DE,+33 75 4828 5848,info@metzgereieckert.de,DE111647349,,,DE218106533,,,2011-08-14
0002000556,KUNA,Lehmann Gastronomie GmbH 3,,LEHMANNGAS,Bahnhofstraße 45,Kiel,24103,DE,DE,+43 44 6065 1400,einkauf@lehmanngastronomie.de,,,,DE028732645,,,2013-04-18
0002000557,KUNA,Betriebskantine Engel AG,,BETRIEBSKA,Schulstraße 229,Freiburg,79098,DE,DE,+41 43 7174 2674,info@betriebskantineeng.de,DE362458420,,,DE066487349,,,2025-07-02
0002000558,KUNA,Metzgerei Wendt 5,,METZGEREIW,Bahnhofstraße 199,Düsseldorf,40213,DE,DE,+48 91 1452 827,einkauf@metzgereiwendt5.de,DE730025252,,,DE605505453,,,2015-11-17
0002000559,KUNA,Metzgerei Gruber 18,,METZGEREIG,Am Hafen 105,Hannover,30159,DE,DE,+41 69 8880 243,einkauf@metzgereigruber18.de,,,,DE277436299,,,2019-09-17
0002000560,KUNA,Rohde Handels GmbH & Co. KG 17,Zentrale,ROHDEHANDE,Bahnhofstraße 61,Essen,45127,DE,DE,+48 22 9396 9818,info@rohdehandelsgmbhco.de,,,,DE166061817,,,2010-09-03
0002000561,KUNA,Ziegler Partnermarkt Dresden,,ZIEGLERPAR,Feldweg 120,Dresden,01067,DE,DE,+48 26 9248 985,einkauf@zieglerpartnermark.de,,,,DE100845044,,,2014-01-17
0002000562,KUNA,Metzgerei Clemens 12,,METZGEREIC,Talstraße 206,Karlsruhe,76133,DE,DE,+49 58 7172 4786,einkauf@metzgereiclemens12.de,,,,DE531319512,,,2015-08-09
0002000563,KUNA,Hotel Ullrich Bonn,,HOTELULLRI,Industriering 4,Bonn,53111,DE,DE,+33 74 4600 6854,bestellung@hotelullrichbonn.de,,,,DE433120623,,,2022-03-05
0002000564,KUNA,Betriebskantine Krause AG 5,,BETRIEBSKA,Industriering 72,Nürnberg,90403,DE,DE,+48 43 3849 2371,buchhaltung@betriebskantinekra.de,DE734997885,,,DE341976002,,,2010-09-09
0002000565,KUNA,Betriebskantine Sommer AG 11,,BETRIEBSKA,Am Hafen 173,Düsseldorf,40213,DE,DE,+49 22 9032 4897,einkauf@betriebskantinesom.de,DE812133262,,,DE506639200,,,2014-07-20
0002000566,DEBI,Sievers Großhandel GmbH,,SIEVERSGRO,Ringstraße 30,Hannover,30159,DE,DE,+43 84 5353 7601,buchhaltung@sieversgroßhandelg.de,DE401725180,,,DE658534592,,,2017-02-17
0002000567,KUNA,Sievers Gastronomie GmbH 9,,SIEVERSGAS,Bahnhofstraße 233,Frankfurt am Main,60311,DE,DE,+33 93 8921 9199,einkauf@sieversgastronomie.de,DE956544086,,,DE259215763,,,2013-06-22
0002000568,KUNA,Hotel Ullrich Bonn 15,,HOTELULLRI,Brückenstraße 140,Bonn,53111,DE,DE,+41 51 9928 6379,einkauf@hotelullrichbonn15.de,DE884376889,,,DE992578583,,,2024-08-23
0002000569,KUNA,Bäckerei Stein 10,,BÄCKEREIST,Brückenstraße 9,Duisburg,47051,DE,DE,+43 36 7315 2294,einkauf@bäckereistein10.de,DE385012182,,,DE293848276,,,2017-01-24
0002000570,KUNA,Bäckerei Clemens 4,,BÄCKEREICL,Lindenweg 143,Köln,50667,DE,DE,+33 45 4985 1645,info@bäckereiclemens4.de,,,,DE567979596,,,2017-04-04
0002000571,KUNA,Bäckerei Stein 8,,BÄCKEREIST,Am Hafen 138,Mannheim,68159,DE,DE,+48 90 9267 3760,bestellung@bäckereistein8.de,,,,DE854674856,,,2016-11-27
0002000572,KUNA,Metzgerei Engel 15,,METZGEREIE,Industriering 45,Mannheim,68159,DE,DE,+33 33 5193 7608,buchhaltung@metzgereiengel15.de,DE174143849,,,DE621687304,,,2015-10-18
0002000573,DEBI,Radtke Vertriebs KG,,RADTKEVERT,Feldweg 231,Leipzig,04109,DE,DE,+33 61 9113 7367,einkauf@radtkevertriebskg.de,DE923228727,,,DE202686939,,,2023-03-19
0002000574,KUNA,Winkler Partnermarkt Wien,,WINKLERPAR,Lindenweg 157,Wien,1010,AT,DE,+31 38 1034 4584,info@winklerpartnermark.at,,,,AT454198755,,,2018-03-20
0002000575,KUNA,Metzgerei Gruber 11,,METZGEREIG,Gewerbepark 175,Dresden,01067,DE,DE,+31 47 1799 2342,info@metzgereigruber11.de,,,,DE040358289,X,,2010-04-19
0002000576,KUNA,Metzgerei Vogel 19,,METZGEREIV,Bahnhofstraße 12,Nürnberg,90403,DE,DE,+41 56 5872 3886,info@metzgereivogel19.de,,,,DE232986636,,,2022-08-28
0002000577,KUNA,Metzgerei Dittrich,Zentrale,METZGEREID,Industriering 40,Leipzig,04109,DE,DE,+33 63 4881 5380,bestellung@metzgereidittrich.de,,,,DE049369284,,,2019-09-22
0002000578,DEBI,Amann Großhandel GmbH 16,,AMANNGROSS,Lindenweg 187,Augsburg,86150,DE,DE,+41 66 2779 5148,buchhaltung@amanngroßhandelgmb.de,DE345983707,,,DE879314412,X,,2013-05-03
0002000579,DEBI,Krause Großhandel GmbH 17,,KRAUSEGROS,Bahnhofstraße 240,Essen,45127,DE,DE,+43 97 4418 5841,buchhaltung@krausegroßhandelgm.de,DE430337301,,,DE174290216,,,2011-03-23
0002000580,DEBI,Vogel Vertriebs KG 9,,VOGELVERTR,Hauptstraße 81,Augsburg,86150,DE,DE,+48 31 5838 7766,einkauf@vogelvertriebskg9.de,DE164304078,,,DE033583529,,,2010-04-02
0002000581,KUNA,Winkler Handels GmbH & Co. KG,,WINKLERHAN,Marktplatz 65,Karlsruhe,76133,DE,DE,+49 80 3093 8281,bestellung@winklerhandelsgmbh.de,DE936177954,,,DE128111425,,,2018-11-11
0002000582,KUNA,Engel Partnermarkt Münster,,ENGELPARTN,Gewerbepark 202,Münster,48143,DE,DE,+49 61 9428 4153,einkauf@engelpartnermarktm.de,DE550629384,,,DE258878008,,,2026-07-12
0002000583,ZCUS,Kiosk Hartmann Graz,,KIOSKHARTM,Bahnhofstraße 190,Graz,8010,AT,DE,+41 58 6789 9598,info@kioskhartmanngraz.at,,,,,,,2022-09-01
0002000584,KUNA,Hotel Wendt Wien,,HOTELWENDT,Hauptstraße 123,Wien,1010,AT,DE,+49 67 1015 8428,einkauf@hotelwendtwien.at,,,,AT839646681,,,2023-08-14
0002000585,KUNA,Hotel Eckert Karlsruhe,,HOTELECKER,Industriering 73,Karlsruhe,76133,DE,DE,+48 37 6502 1320,bestellung@hoteleckertkarlsru.de,DE471794402,,,DE661090736,,,2022-09-25
0002000586,KUNA,Bäckerei Sommer 19,Zentrale,BÄCKEREISO,Marktplatz 22,Essen,45127,DE,DE,+43 23 2197 9971,buchhaltung@bäckereisommer19.de,,,,DE811751882,,,2010-02-01
0002000587,KUNA,Hartmann Partnermarkt Freiburg,,HARTMANNPA,Brückenstraße 177,Freiburg,79098,DE,DE,+48 87 1871 8552,einkauf@hartmannpartnermar.de,,,,DE791370453,,,2019-08-15
0002000588,KUNA,Bäckerei Brandes 15,Zentrale,BÄCKEREIBR,Gewerbepark 110,Kraków,30-001,PL,EN,+33 32 9917 9719,einkauf@bäckereibrandes15.pl,,,,PL494066594,,,2016-11-01
0002000589,KUNA,Gruber Partnermarkt Karlsruhe,,GRUBERPART,Industriering 31,Karlsruhe,76133,DE,DE,+33 55 3632 8441,buchhaltung@gruberpartnermarkt.de,,,,DE997044540,,,2011-12-17
0002000590,KUNA,Vogel Handels GmbH & Co. KG 16,,VOGELHANDE,Schulstraße 183,Freiburg,79098,DE,DE,+33 50 8580 8254,buchhaltung@vogelhandelsgmbhco.de,DE758621161,,,DE822340874,,,2015-10-27
0002000591,KUNA,Rohde Partnermarkt Düsseldorf,,ROHDEPARTN,Ringstraße 205,Düsseldorf,40213,DE,DE,+33 99 8589 4536,buchhaltung@rohdepartnermarktd.de,,,,DE783832780,,,2015-02-14
0002000592,KUNA,Winkler Gastronomie GmbH,,WINKLERGAS,Feldweg 74,Bremen,28195,DE,DE,+31 75 1181 3722,info@winklergastronomie.de,,,,DE201943456,,,2010-09-02
0002000593,ZCUS,Kiosk Radtke Dresden,,KIOSKRADTK,Brückenstraße 217,Dresden,01067,DE,DE,+31 93 4760 5909,info@kioskradtkedresden.de,DE773607589,,,DE577516584,,,2018-01-06
0002000594,KUNA,Ziegler Partnermarkt Stuttgart,,ZIEGLERPAR,Ringstraße 36,Stuttgart,70173,DE,DE,+41 95 5003 619,info@zieglerpartnermark.de,DE874811057,,,DE674612663,,,2010-04-27
0002000595,KUNA,Betriebskantine Amann AG 9,,BETRIEBSKA,Marktplatz 86,Münster,48143,DE,DE,+31 55 1143 1804,info@betriebskantineama.de,DE953792846,,,DE977331072,,,2021-01-08
0002000596,KUNA,Betriebskantine Eckert AG 3,,BETRIEBSKA,Hauptstraße 31,Dortmund,44135,DE,DE,+48 58 8572 3970,buchhaltung@betriebskantineeck.de,,,,DE051711070,,,2025-07-17
0002000597,ZCUS,Kiosk Dittrich Kiel,,KIOSKDITTR,Gewerbepark 150,Kiel,24103,DE,DE,+49 99 9515 5233,bestellung@kioskdittrichkiel.de,DE892959319,,,DE503877712,,,2021-11-26
0002000598,KUNA,Böhm Gastronomie GmbH 9,,BÖHMGASTRO,Hauptstraße 68,Graz,8010,AT,DE,+48 49 8372 1356,info@böhmgastronomiegmb.at,,,,AT343880584,,,2010-05-12
0002000599,ZCUS,Kiosk Vogel Leipzig,,KIOSKVOGEL,,Leipzig,04109,DE,DE,+33 59 1535 9145,buchhaltung@kioskvogelleipzig.de,DE125587086,,,DE572609030,,,2018-06-12
0002000600,KUNA,Vogel Partnermarkt Bielefeld,,VOGELPARTN,Brückenstraße 176,Bielefeld,33602,DE,DE,+31 30 5976 1552,,,,,DE797283710,,,2018-05-16
0002000601,KUNA,Metzgerei Clemens 18,,METZGEREIC,Lindenweg 10,Kiel,24103,DE,DE,+31 94 6069 6340,info@metzgereiclemens18.de,DE621585444,,,DE141774105,X,,2010-04-01
0002000602,KUNA,Wendt Gastronomie GmbH 5,,WENDTGASTR,Hauptstraße 77,Dresden,01067,DE,DE,+31 49 2016 5548,bestellung@wendtgastronomiegm.de,DE753489232,,,DE949713605,,,2020-09-18
0002000603,KUNA,Winkler Partnermarkt Hamburg,,WINKLERPAR,Brückenstraße 79,Hamburg,20095,DE,DE,+31 92 3274 4038,info@winklerpartnermark.de,,,,DE447067860,,,2010-12-28
0002000604,ZCUS,Kiosk Sievers Freiburg,,KIOSKSIEVE,Marktplatz 30,Freiburg,79098,DE,DE,+48 86 9482 7994,einkauf@kiosksieversfreibu.de,DE471006322,,,DE377655008,,,2020-08-02
0002000605,KUNA,Krause Partnermarkt Frankfurt am Main,,KRAUSEPART,Bahnhofstraße 165,Frankfurt am Main,60311,DE,DE,+49 98 1912 8542,einkauf@krausepartnermarkt.de,DE855610353,,,DE653033068,,,2021-10-23
0002000606,ZCUS,Kiosk Gruber Nürnberg,Zentrale,KIOSKGRUBE,Schulstraße 135,Nürnberg,90403,DE,DE,+41 69 1414 438,einkauf@kioskgrubernürnber.de,,,,DE045781138,,,2020-04-08
0002000607,KUNA,Metzgerei Winkler,,METZGEREIW,Hauptstraße 221,Dresden,01067,DE,DE,+31 67 4000 7060,buchhaltung@metzgereiwinkler.de,,,,DE834275929,,,2020-02-25
0002000608,KUNA,Hotel Amann Kraków,,HOTELAMANN,Industriering 156,Kraków,30-001,PL,EN,+41 85 4525 2011,bestellung@hotelamannkraków.pl,,,,PL279707065,,,2013-02-05
0002000609,KUNA,Hotel Vogel Münster,,HOTELVOGEL,Industriering 63,Münster,48143,DE,DE,+48 76 5417 1592,bestellung@hotelvogelmünster.de,DE228959500,,,DE882246551,,,2021-03-19
0002000610,DEBI,Radtke Vertriebs KG 16,,RADTKEVERT,Gewerbepark 28,Münster,48143,DE,DE,,info@radtkevertriebskg1.de,DE499124129,,,DE195537937,,,2024-08-12
0002000611,KUNA,Bäckerei Bergmann 4,,BÄCKEREIBE,Hauptstraße 5,Frankfurt am Main,60311,DE,DE,+41 71 1469 7422,buchhaltung@bäckereibergmann4.de,,,,DE649251944,,,2019-11-11
0002000612,DEBI,Hartmann Vertriebs KG 11,,HARTMANNVE,Brückenstraße 77,Wien,1010,AT,DE,+43 28 6850 6781,info@hartmannvertriebsk.at,,,,AT898025994,,,2015-10-23
0002000613,KUNA,Betriebskantine Frank AG,,BETRIEBSKA,Am Hafen 188,Münster,48143,DE,DE,+31 68 2702 4459,bestellung@betriebskantinefra.de,,,,DE240806138,,,2025-12-04
0002000614,KUNA,Bergmann Gastronomie GmbH,,BERGMANNGA,Marktplatz 235,Rotterdam,3011 AA,NL,EN,+43 30 4644 1188,einkauf@bergmanngastronomi.nl,,,,NL469148634,,,2018-01-05
0002000615,DEBI,Eckert Vertriebs KG 14,,ECKERTVERT,Gewerbepark 118,Bielefeld,33602,DE,DE,+33 36 6707 4377,buchhaltung@eckertvertriebskg1.de,,,,DE725995860,,,2012-04-03
0002000616,DEBI,Clemens Vertriebs KG 13,,CLEMENSVER,Hauptstraße 202,Mannheim,68159,DE,DE,+41 84 4161 2102,einkauf@clemensvertriebskg.de,DE362938702,,,DE593233558,,,2024-04-08
0002000617,KUNA,Hotel Clemens Essen,,HOTELCLEME,Ringstraße 19,Essen,45127,DE,DE,+33 35 1119 4909,buchhaltung@hotelclemensessen.de,DE858023765,,,DE554306487,,,2020-09-04
0002000618,KUNA,Hotel Clemens Dortmund,,HOTELCLEME,Ringstraße 147,Dortmund,44135,DE,DE,+43 77 8197 2721,info@hotelclemensdortmu.de,,,,DE779261377,,,2022-02-04
0002000619,KUNA,Clemens Gastronomie GmbH 16,,CLEMENSGAS,Lindenweg 171,Stuttgart,70173,DE,DE,+48 80 4776 2169,buchhaltung@clemensgastronomie.de,,,,DE672561906,,,2015-03-16
0002000620,ZCUS,Kiosk Radtke Essen,,KIOSKRADTK,Gewerbepark 19,Essen,45127,DE,DE,+49 30 9200 8546,buchhaltung@kioskradtkeessen.de,DE543771705,,,DE050895039,,,2021-07-12
0002000621,DEBI,Clemens Großhandel GmbH 10,,CLEMENSGRO,Schulstraße 222,München,80331,DE,DE,+49 89 9011 7679,buchhaltung@clemensgroßhandelg.de,DE928485208,,,DE656552094,,,2013-04-07
0002000622,KUNA,Bäckerei Kaufmann 9,,BÄCKEREIKA,Marktplatz 221,Leipzig,04109,DE,DE,+41 64 4368 7344,buchhaltung@bäckereikaufmann9.de,DE498690677,,,DE518493001,,,2021-12-06
0002000623,DEBI,Frank Großhandel GmbH 4,,FRANKGROSS,Gewerbepark 99,Köln,50667,DE,DE,+49 47 2973 4720,info@frankgroßhandelgmb.de,,,,DE101483109,,,2013-11-09
0002000624,KUNA,Amann Gastronomie GmbH 11,Zentrale,AMANNGASTR,Gewerbepark 165,Dortmund,44135,DE,DE,+33 88 3457 6197,info@amanngastronomiegm.de,DE498003191,,,DE096143288,,,2021-02-25
0002000625,DEBI,Dittrich Großhandel GmbH 10,,DITTRICHGR,Ringstraße 233,Basel,4051,CH,DE,+49 86 9648 4209,bestellung@dittrichgroßhandel.ch,,,,,,,2014-07-07
0002000626,KUNA,Ziegler Partnermarkt Nürnberg,,ZIEGLERPAR,Feldweg 31,Nürnberg,90403,DE,DE,+49 29 8755 1405,einkauf@zieglerpartnermark.de,DE343590627,,,DE648134640,,,2020-01-03
0002000627,KUNA,Hotel Eckert Bonn,,HOTELECKER,Gewerbepark 109,Bonn,53111,DE,DE,+41 57 9259 9115,einkauf@hoteleckertbonn.de,DE020720573,,,DE268343233,,X,2016-11-02
0002000628,KUNA,Böhm Gastronomie GmbH 10,,BÖHMGASTRO,Ringstraße 13,Basel,4051,CH,DE,+41 26 6547 341,bestellung@böhmgastronomiegmb.ch,,,,,,,2021-09-08
0002000629,KUNA,Bäckerei Böhm 17,Zentrale,BÄCKEREIBÖ,Marktplatz 148,Karlsruhe,5372,DE,DE,+43 76 6236 9628,einkauf@bäckereiböhm17.de,DE817513269,,,DE144573054,,,2012-11-16
0002000630,KUNA,Krause Partnermarkt Wuppertal,,KRAUSEPART,Ringstraße 40,Wuppertal,42103,DE,DE,+48 28 4879 4978,buchhaltung@krausepartnermarkt.de,,,,DE349565391,,,2013-11-25
0002000631,KUNA,Gruber Handels GmbH & Co. KG 15,,GRUBERHAND,Talstraße 229,Kraków,30-001,PL,EN,+43 79 8509 7558,einkauf@gruberhandelsgmbhc.pl,,,,PL277934927,,,2018-10-04
0002000632,KUNA,Metzgerei Sievers 2,,METZGEREIS,Feldweg 218,Dresden,01067,DE,DE,+31 79 3385 814,buchhaltung@metzgereisievers2.de,DE128624262,,,DE266466710,,,2014-08-13
0002000633,KUNA,Gruber Handels GmbH & Co. KG 16,,GRUBERHAND,Marktplatz 157,Bonn,53111,DE,DE,+31 41 5725 7842,bestellung@gruberhandelsgmbhc.de,,,,DE206030265,,,2018-12-01
0002000634,KUNA,Vogel Partnermarkt Amsterdam,,VOGELPARTN,Bahnhofstraße 227,Amsterdam,1012 AB,NL,EN,+33 20 8436 8619,bestellung@vogelpartnermarkta.nl,,,,NL701932053,,,2025-01-13
0002000635,KUNA,Ullrich Partnermarkt Wuppertal,,ULLRICHPAR,Lindenweg 43,Wuppertal,42103,DE,DE,+49 85 4950 690,buchhaltung@ullrichpartnermark.de,DE627603474,,,DE104781978,,,2023-06-24
0002000636,KUNA,Böhm Partnermarkt Zürich,,BÖHMPARTNE,,Zürich,8001,CH,DE,+41 84 1959 3993,bestellung@böhmpartnermarktzü.ch,,,,,,,2012-12-09
0002000637,DEBI,Radtke Großhandel GmbH,,RADTKEGROS,Ringstraße 177,Hannover,30159,DE,DE,+49 51 4349 6801,buchhaltung@radtkegroßhandelgm.de,DE748996711,,,DE247010768,,,2022-04-16
0002000638,KUNA,Bergmann Gastronomie GmbH 13,,BERGMANNGA,Gewerbepark 137,Köln,50667,DE,DE,+33 98 2564 5888,bestellung@bergmanngastronomi.de,DE304251405,,,DE946266052,,,2026-03-18
0002000639,KUNA,Hotel Radtke Lyon,,HOTELRADTK,Hauptstraße 69,Lyon,69001,FR,FR,+33 99 1817 6155,einkauf@hotelradtkelyon.fr,,,,FR929232850,,,2013-05-15
0002000640,KUNA,Bäckerei Brandes 3,,BÄCKEREIBR,Marktplatz 78,Essen,45127,DE,DE,,einkauf@bäckereibrandes3.de,DE755823614,,,DE087415076,,,2022-02-13
0002000641,KUNA,Frank Gastronomie GmbH 8,,FRANKGASTR,Talstraße 147,Dresden,01067,DE,DE,+41 20 8704 7889,info@frankgastronomiegm.de,,,,DE615205291,,,2013-03-18
0002000642,KUNA,Gruber Gastronomie GmbH 2,,GRUBERGAST,Lindenweg 209,Leipzig,04109,DE,DE,+31 74 2657 7592,,,,,DE731011170,,,2018-08-05
0002000643,KUNA,Brandes Handels GmbH & Co. KG 7,,BRANDESHAN,Lindenweg 44,Bonn,53111,DE,DE,+33 92 7851 9808,buchhaltung@brandeshandelsgmbh.de,DE291600094,,,DE008574199,,,2010-03-11
0002000644,KUNA,Metzgerei Brandes 6,,METZGEREIB,Brückenstraße 208,Mannheim,68159,DE,DE,+31 44 3861 1405,info@metzgereibrandes6.de,,,,DE903422158,X,,2010-10-18
0002000645,DEBI,Frank Großhandel GmbH 8,,FRANKGROSS,Feldweg 113,Hamburg,20095,DE,DE,+33 25 3639 736,buchhaltung@frankgroßhandelgmb.de,,,,DE996384215,,,2013-10-13
